Method,Nodes,Cyclomatic Complexity
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicLong;)Lorg/assertj/core/api/AtomicLongAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicLongArray;)Lorg/assertj/core/api/AtomicLongArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicLongFieldUpdater;)Lorg/assertj/core/api/AtomicLongFieldUpdaterAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicReference;)Lorg/assertj/core/api/AtomicReferenceAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicReferenceArray;)Lorg/assertj/core/api/AtomicReferenceArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicReferenceFieldUpdater;)Lorg/assertj/core/api/AtomicReferenceFieldUpdaterAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicMarkableReference;)Lorg/assertj/core/api/AtomicMarkableReferenceAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/atomic/AtomicStampedReference;)Lorg/assertj/core/api/AtomicStampedReferenceAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/CharSequence;)Lorg/assertj/core/api/AbstractCharSequenceAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([S)Lorg/assertj/core/api/AbstractShortArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Short;)Lorg/assertj/core/api/AbstractShortAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Class;)Lorg/assertj/core/api/AbstractClassAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Character;)Lorg/assertj/core/api/AbstractCharacterAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([C)Lorg/assertj/core/api/AbstractCharArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(C)Lorg/assertj/core/api/AbstractCharacterAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Comparable;)Lorg/assertj/core/api/AbstractComparableAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Iterable;)Lorg/assertj/core/api/IterableAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Iterable;Lorg/assertj/core/api/AssertFactory;)Lorg/assertj/core/api/FactoryBasedNavigableIterableAssert;,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/Iterator;)Lorg/assertj/core/api/IterableAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Iterable;Ljava/lang/Class;)Lorg/assertj/core/api/ClassBasedNavigableIterableAssert;,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Boolean;)Lorg/assertj/core/api/AbstractBooleanAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([Z)Lorg/assertj/core/api/AbstractBooleanArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(B)Lorg/assertj/core/api/AbstractByteAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Byte;)Lorg/assertj/core/api/AbstractByteAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([B)Lorg/assertj/core/api/AbstractByteArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Z)Lorg/assertj/core/api/AbstractBooleanAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(F)Lorg/assertj/core/api/AbstractFloatAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/io/InputStream;)Lorg/assertj/core/api/AbstractInputStreamAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/io/File;)Lorg/assertj/core/api/AbstractFileAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/Future;)Lorg/assertj/core/api/FutureAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/nio/file/Path;)Lorg/assertj/core/api/AbstractPathAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([I)Lorg/assertj/core/api/AbstractIntArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Float;)Lorg/assertj/core/api/AbstractFloatAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(I)Lorg/assertj/core/api/AbstractIntegerAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([F)Lorg/assertj/core/api/AbstractFloatArrayAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Integer;)Lorg/assertj/core/api/AbstractIntegerAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(D)Lorg/assertj/core/api/AbstractDoubleAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/lang/Double;)Lorg/assertj/core/api/AbstractDoubleAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/List;)Lorg/assertj/core/api/ListAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/List;Ljava/lang/Class;)Lorg/assertj/core/api/ClassBasedNavigableListAssert;,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/List;Lorg/assertj/core/api/AssertFactory;)Lorg/assertj/core/api/FactoryBasedNavigableListAssert;,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/stream/Stream;)Lorg/assertj/core/api/AbstractListAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/stream/DoubleStream;)Lorg/assertj/core/api/AbstractListAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/stream/LongStream;)Lorg/assertj/core/api/AbstractListAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/stream/IntStream;)Lorg/assertj/core/api/AbstractListAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat([D)Lorg/assertj/core/api/AbstractDoubleArrayAssert;,7,1
org/assertj/core/api/WithAssertions.extractProperty(Ljava/lang/String;)Lorg/assertj/core/groups/Properties;,7,1
org/assertj/core/api/WithAssertions.extractProperty(Ljava/lang/String;Ljava/lang/Class;)Lorg/assertj/core/groups/Properties;,8,1
org/assertj/core/api/WithAssertions.tuple([Ljava/lang/Object;)Lorg/assertj/core/groups/Tuple;,7,1
org/assertj/core/api/WithAssertions.atIndex(I)Lorg/assertj/core/data/Index;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Double;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/math/BigDecimal;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Float;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.withPrecision(Ljava/lang/Double;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.withPrecision(Ljava/lang/Float;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/math/BigInteger;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Byte;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Integer;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Short;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(Ljava/lang/Long;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.within(JLjava/time/temporal/TemporalUnit;)Lorg/assertj/core/data/TemporalUnitOffset;,8,1
org/assertj/core/api/WithAssertions.withinPercentage(Ljava/lang/Double;)Lorg/assertj/core/data/Percentage;,7,1
org/assertj/core/api/WithAssertions.withinPercentage(Ljava/lang/Integer;)Lorg/assertj/core/data/Percentage;,7,1
org/assertj/core/api/WithAssertions.withinPercentage(Ljava/lang/Long;)Lorg/assertj/core/data/Percentage;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Double;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Float;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/math/BigDecimal;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/math/BigInteger;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Byte;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Integer;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Short;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(Ljava/lang/Long;)Lorg/assertj/core/data/Offset;,7,1
org/assertj/core/api/WithAssertions.byLessThan(JLjava/time/temporal/TemporalUnit;)Lorg/assertj/core/data/TemporalUnitOffset;,8,1
org/assertj/core/api/WithAssertions.from(Ljava/util/function/Function;)Ljava/util/function/Function;,7,1
org/assertj/core/api/WithAssertions.anyOf(Ljava/lang/Iterable;)Lorg/assertj/core/api/Condition;,7,1
org/assertj/core/api/WithAssertions.anyOf([Lorg/assertj/core/api/Condition;)Lorg/assertj/core/api/Condition;,7,1
org/assertj/core/api/WithAssertions.doesNotHave(Lorg/assertj/core/api/Condition;)Lorg/assertj/core/condition/DoesNotHave;,7,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/io/File;Ljava/lang/String;)Ljava/lang/String;,8,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/io/File;)Ljava/lang/String;,7,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/io/File;Ljava/nio/charset/Charset;)Ljava/lang/String;,8,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/io/File;)Ljava/util/List;,7,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/io/File;Ljava/lang/String;)Ljava/util/List;,8,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/io/File;Ljava/nio/charset/Charset;)Ljava/util/List;,8,1
org/assertj/core/api/WithAssertions.setRemoveAssertJRelatedElementsFromStackTrace(Z)V,9,1
org/assertj/core/api/WithAssertions.failBecauseExceptionWasNotThrown(Ljava/lang/Class;)V,9,1
org/assertj/core/api/WithAssertions.shouldHaveThrown(Ljava/lang/Class;)V,9,1
org/assertj/core/api/WithAssertions.setMaxLengthForSingleLineDescription(I)V,9,1
org/assertj/core/api/WithAssertions.setMaxElementsForPrinting(I)V,9,1
org/assertj/core/api/WithAssertions.setAllowExtractingPrivateFields(Z)V,9,1
org/assertj/core/api/WithAssertions.setAllowComparingPrivateFields(Z)V,9,1
org/assertj/core/api/WithAssertions.setLenientDateParsing(Z)V,9,1
org/assertj/core/api/WithAssertions.registerCustomDateFormat(Ljava/text/DateFormat;)V,9,1
org/assertj/core/api/WithAssertions.registerCustomDateFormat(Ljava/lang/String;)V,9,1
org/assertj/core/api/WithAssertions.useDefaultDateFormatsOnly()V,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/ZonedDateTime;)Lorg/assertj/core/api/AbstractZonedDateTimeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/concurrent/CompletableFuture;)Lorg/assertj/core/api/CompletableFutureAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/Optional;)Lorg/assertj/core/api/OptionalAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/OptionalDouble;)Lorg/assertj/core/api/OptionalDoubleAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/OptionalInt;)Lorg/assertj/core/api/OptionalIntAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/OptionalLong;)Lorg/assertj/core/api/OptionalLongAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/LocalDateTime;)Lorg/assertj/core/api/AbstractLocalDateTimeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/LocalDate;)Lorg/assertj/core/api/AbstractLocalDateAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/LocalTime;)Lorg/assertj/core/api/AbstractLocalTimeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/Instant;)Lorg/assertj/core/api/AbstractInstantAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/OffsetTime;)Lorg/assertj/core/api/AbstractOffsetTimeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/time/OffsetDateTime;)Lorg/assertj/core/api/AbstractOffsetDateTimeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThatThrownBy(Lorg/assertj/core/api/ThrowableAssert$ThrowingCallable;)Lorg/assertj/core/api/AbstractThrowableAssert;,7,1
org/assertj/core/api/WithAssertions.assertThatCode(Lorg/assertj/core/api/ThrowableAssert$ThrowingCallable;)Lorg/assertj/core/api/AbstractThrowableAssert;,10,1
org/assertj/core/api/WithAssertions.catchThrowable(Lorg/assertj/core/api/ThrowableAssert$ThrowingCallable;)Ljava/lang/Throwable;,7,1
org/assertj/core/api/WithAssertions.assertThatExceptionOfType(Ljava/lang/Class;)Lorg/assertj/core/api/ThrowableTypeAssert;,7,1
org/assertj/core/api/WithAssertions.assertThatNullPointerException()Lorg/assertj/core/api/ThrowableTypeAssert;,8,1
org/assertj/core/api/WithAssertions.assertThatIllegalArgumentException()Lorg/assertj/core/api/ThrowableTypeAssert;,8,1
org/assertj/core/api/WithAssertions.assertThatIOException()Lorg/assertj/core/api/ThrowableTypeAssert;,8,1
org/assertj/core/api/WithAssertions.assertThatIllegalStateException()Lorg/assertj/core/api/ThrowableTypeAssert;,8,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/function/Predicate;)Lorg/assertj/core/api/PredicateAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/function/IntPredicate;)Lorg/assertj/core/api/IntPredicateAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/function/LongPredicate;)Lorg/assertj/core/api/LongPredicateAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/util/function/DoublePredicate;)Lorg/assertj/core/api/DoublePredicateAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/net/URL;)Lorg/assertj/core/api/AbstractUrlAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Ljava/net/URI;)Lorg/assertj/core/api/AbstractUriAssert;,7,1
org/assertj/core/api/WithAssertions.assertThat(Lorg/assertj/core/api/AssertProvider;)Ljava/lang/Object;,7,1
org/assertj/core/api/WithAssertions.filter([Ljava/lang/Object;)Lorg/assertj/core/api/filter/Filters;,7,1
org/assertj/core/api/WithAssertions.filter(Ljava/lang/Iterable;)Lorg/assertj/core/api/filter/Filters;,7,1
org/assertj/core/api/WithAssertions.in([Ljava/lang/Object;)Lorg/assertj/core/api/filter/InFilter;,7,1
org/assertj/core/api/WithAssertions.notIn([Ljava/lang/Object;)Lorg/assertj/core/api/filter/NotInFilter;,7,1
org/assertj/core/api/WithAssertions.not(Ljava/lang/Object;)Lorg/assertj/core/api/filter/NotFilter;,7,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/net/URL;Ljava/nio/charset/Charset;)Ljava/lang/String;,8,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/net/URL;Ljava/lang/String;)Ljava/lang/String;,8,1
org/assertj/core/api/WithAssertions.contentOf(Ljava/net/URL;)Ljava/lang/String;,7,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/net/URL;)Ljava/util/List;,7,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/net/URL;Ljava/nio/charset/Charset;)Ljava/util/List;,8,1
org/assertj/core/api/WithAssertions.linesOf(Ljava/net/URL;Ljava/lang/String;)Ljava/util/List;,8,1
org/assertj/core/api/WithAssertions.useRepresentation(Lorg/assertj/core/presentation/Representation;)V,9,1
org/assertj/core/api/WithAssertions.registerFormatterForType(Ljava/lang/Class;Ljava/util/function/Function;)V,10,1
org/assertj/core/api/WithAssertions.useDefaultRepresentation()V,8,1
org/assertj/core/api/IndexedObjectEnumerableAssert.contains(Ljava/lang/Object;Lorg/assertj/core/data/Index;)Lorg/assertj/core/api/IndexedObjectEnumerableAssert;,2,1
org/assertj/core/api/IndexedObjectEnumerableAssert.doesNotContain(Ljava/lang/Object;Lorg/assertj/core/data/Index;)Lorg/assertj/core/api/IndexedObjectEnumerableAssert;,2,1
org/assertj/core/api/Assert.isEqualTo(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotEqualTo(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNull()V,2,1
org/assertj/core/api/Assert.isNotNull()Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isSameAs(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotSameAs(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isIn([Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotIn([Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isIn(Ljava/lang/Iterable;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotIn(Ljava/lang/Iterable;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.usingComparator(Ljava/util/Comparator;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.usingDefaultComparator()Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isInstanceOf(Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isInstanceOfSatisfying(Ljava/lang/Class;Ljava/util/function/Consumer;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isInstanceOfAny([Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotInstanceOf(Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotInstanceOfAny([Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.hasSameClassAs(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.hasToString(Ljava/lang/String;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.doesNotHaveSameClassAs(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isExactlyInstanceOf(Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotExactlyInstanceOf(Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isOfAnyClassIn([Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.isNotOfAnyClassIn([Ljava/lang/Class;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.asList()Lorg/assertj/core/api/AbstractListAssert;,2,1
org/assertj/core/api/Assert.asString()Lorg/assertj/core/api/AbstractCharSequenceAssert;,2,1
org/assertj/core/api/Assert.equals(Ljava/lang/Object;)Z,2,1
org/assertj/core/api/Assert.withThreadDumpOnError()Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.withRepresentation(Lorg/assertj/core/presentation/Representation;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/Assert.hasSameHashCodeAs(Ljava/lang/Object;)Lorg/assertj/core/api/Assert;,2,1
org/assertj/core/api/LongAssert.<init>(Ljava/lang/Long;)V,11,1
org/assertj/core/api/LongAssert.<init>(Ljava/util/concurrent/atomic/AtomicLong;)V,20,2
org/assertj/core/api/PathAssert.<init>(Ljava/nio/file/Path;)V,11,1
org/assertj/core/api/UrlAssert.<init>(Ljava/net/URL;)V,11,1
org/assertj/core/api/NumberAssert.isZero()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNotZero()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isOne()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isPositive()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNegative()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNotNegative()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNotPositive()Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isBetween(Ljava/lang/Number;Ljava/lang/Number;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isStrictlyBetween(Ljava/lang/Number;Ljava/lang/Number;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isCloseTo(Ljava/lang/Number;Lorg/assertj/core/data/Offset;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNotCloseTo(Ljava/lang/Number;Lorg/assertj/core/data/Offset;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isCloseTo(Ljava/lang/Number;Lorg/assertj/core/data/Percentage;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/NumberAssert.isNotCloseTo(Ljava/lang/Number;Lorg/assertj/core/data/Percentage;)Lorg/assertj/core/api/NumberAssert;,2,1
org/assertj/core/api/AbstractMapSizeAssert.<init>(Ljava/lang/Integer;Ljava/lang/Class;)V,11,1
org/assertj/core/api/AbstractMapSizeAssert.returnToMap()Lorg/assertj/core/api/AbstractMapAssert;,2,1
